ProductID,ProductName,ProductCategory,Weight_KG,RequiredStrength_Level,FragilityLevel,MoistureRequired,OxygenSensitivity,ShippingDistance_KM,ShelfLife_Months,PreferredBiodegradable,PreferredRecyclable,MaxBudgetPerUnit_USD
278,Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2
279,Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18
280,Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18
281,Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35
282,Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25
283,Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3
284,Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4
285,Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45
286,Ready Dosa Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45
287,Packaged Rasgulla Tin 1kg,Sweets & Desserts,1.0,4,3,6,6,800,12.0,1,1,0.6
288,Packaged Gulab Jamun Tin 1kg,Sweets & Desserts,1.0,4,3,6,6,800,12.0,1,1,0.6
289,Soan Papdi Box 500g,Sweets & Desserts,0.5,4,2,3,3,800,9.0,1,1,0.45
290,Mysore Pak Box 400g,Sweets & Desserts,0.4,4,2,3,3,800,9.0,1,1,0.48
291,Protein Cookie 60g,Health & Wellness,0.06,3,2,3,3,1800,9.0,1,1,0.5
292,High Fiber Biscuit 200g,Health & Wellness,0.2,3,2,3,3,1800,9.0,1,1,0.45
293,Multigrain Snack Mix 150g,Health & Wellness,0.15,3,2,3,3,1800,6.0,1,1,0.42
294,Low Sugar Muesli 400g,Health & Wellness,0.4,4,1,3,3,1800,9.0,1,1,0.55
295,Soya Chunks 200g,Health & Wellness,0.2,4,1,3,3,1200,18.0,1,1,0.35
296,Instant Coffee 100g,Beverages,0.1,3,1,2,3,2500,18.0,1,1,0.35
297,Green Tea Bags 50ct,Beverages,0.1,2,1,1,1,2500,18.0,1,1,0.25
298,Chocolate Drink Powder 500g,Beverages,0.5,3,1,2,3,2500,18.0,1,1,0.6
299,Coffee Capsules 10pk,Beverages,0.05,3,2,2,3,2000,12.0,1,1,1.2
300,Redbull Energy Drink Can 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.55
301,Whole Wheat Pasta 500g,Grains & Staples,0.5,5,1,3,3,900,18.0,1,1,0.38
302,Organic Brown Rice 1kg,Grains & Staples,1.0,6,1,3,3,1100,24.0,1,1,0.42
303,White Basmati Rice 1kg,Grains & Staples,1.0,6,1,2,2,1200,24.0,1,1,0.4
304,Multigrain Bread Loaf 400g,Bakery & Breakfast,0.4,4,4,6,6,50,0.25,1,1,0.25
305,White Bread Loaf 400g,Bakery & Breakfast,0.4,4,4,6,6,50,0.2,1,1,0.22
306,Rusk 300g,Bakery & Snacks,0.3,4,2,3,3,600,9.0,1,1,0.28
307,Plain Biscuits 250g,Bakery & Snacks,0.25,3,2,3,3,500,9.0,1,1,0.2
308,Whole Grain Biscuits 200g,Bakery & Snacks,0.2,3,2,3,3,500,9.0,1,1,0.25
309,Chocolate Chip Cookies 200g,Bakery & Snacks,0.2,3,2,4,3,800,9.0,1,1,0.3
310,Masala Potato Chips 100g,Bakery & Snacks,0.1,3,2,4,3,600,6.0,1,1,0.22
311,Namkeen Mixture 200g,Bakery & Snacks,0.2,3,2,4,3,700,9.0,1,1,0.3
312,Popcorn Kernels 500g,Bakery & Snacks,0.5,3,1,3,3,900,12.0,1,1,0.26
313,Ready Popcorn 100g,Bakery & Snacks,0.1,3,2,3,3,900,6.0,1,1,0.28
314,Protein Bar 50g,Bakery & Snacks,0.05,3,2,3,3,2000,9.0,1,1,0.35
315,Dark Chocolate Bar 100g,Confectionery,0.1,3,2,3,4,2500,12.0,1,1,0.4
316,Filled Chocolate Bar 45g,Confectionery,0.05,3,2,3,4,2500,12.0,1,1,0.3
317,Assorted Candies Pouch 250g,Confectionery,0.25,3,2,3,3,1800,12.0,1,1,0.3
318,Lollipops Pouch 200g,Confectionery,0.2,3,2,3,3,1800,12.0,1,1,0.28
319,Roasted Peanuts 200g,Snacks & Nuts,0.2,4,1,3,4,1200,9.0,1,1,0.25
320,Masala Cashews 200g,Snacks & Nuts,0.2,4,2,3,4,1500,9.0,1,1,0.6
321,Mixed Dry Fruits 250g,Snacks & Nuts,0.25,4,2,3,4,2000,12.0,1,1,0.6
322,Trail Mix 250g,Snacks & Nuts,0.25,4,2,3,4,2000,12.0,1,1,0.55
323,Filtered Groundnut Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.45
324,Sunflower Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.42
325,Rice Bran Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.48
326,Olive Oil 500ml,Oils & Fats,0.45,5,2,6,6,2500,12.0,1,1,0.8
327,Tomato Ketchup 500g,Condiments & Sauces,0.5,4,2,5,6,1200,12.0,1,1,0.4
328,Hot & Sweet Chili Sauce 250g,Condiments & Sauces,0.25,4,2,5,6,1200,12.0,1,1,0.3
329,Mango Pickle Jar 500g,Condiments & Sauces,0.5,5,3,4,6,800,12.0,1,1,0.35
330,Green Chili Pickle Jar 300g,Condiments & Sauces,0.3,5,3,4,6,800,12.0,1,1,0.32
331,Plain Salt 1kg,Staples & Seasoning,1.0,4,1,2,2,800,24.0,1,1,0.18
332,Iodized Salt 1kg,Staples & Seasoning,1.0,4,1,2,2,800,24.0,1,1,0.2
333,Refined Sugar 1kg,Staples & Seasoning,1.0,4,1,2,2,900,24.0,1,1,0.25
334,Brown Sugar 1kg,Staples & Seasoning,1.0,4,1,2,2,900,18.0,1,1,0.32
335,Orange Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.5
336,Apple Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.5
337,Mixed Fruit Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55
338,Tetra-pack Mango Drink 200ml,Beverages,0.2,4,3,8,7,1500,6.0,1,1,0.25
339,Sparkling Water 500ml,Beverages,0.5,4,3,4,4,2000,6.0,1,1,0.3
340,Energy Drink Can 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.55
341,Ready-to-Drink Coffee 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.4
342,Green Tea Bags 50ct,Beverages,0.1,2,1,1,1,2500,18.0,1,1,0.25
343,Instant Coffee 100g,Beverages,0.1,3,1,2,3,2500,18.0,1,1,0.35
344,Chocolate Drink Powder 500g,Beverages,0.5,3,1,2,3,2500,18.0,1,1,0.6
345,Frozen Green Peas 500g,Frozen Food,0.5,4,3,8,6,1000,9.0,1,1,0.4
346,Frozen Mixed Vegetables 500g,Frozen Food,0.5,4,3,8,6,1000,9.0,1,1,0.4
347,Frozen French Fries 1kg,Frozen Food,1.0,5,3,8,6,1000,9.0,1,1,0.55
348,Frozen Samosas 500g,Frozen Food,0.5,5,3,8,6,1000,6.0,1,1,0.6
349,Ice Cream Tub 500ml,Frozen Food,0.45,4,3,8,7,800,6.0,1,1,0.7
350,Ice Cream Sticks Multipack,Frozen Food,0.4,4,3,8,7,800,6.0,1,1,0.72
351,Paneer Cubes 200g,Chilled & Fresh,0.2,4,3,8,7,500,1.0,1,1,0.35
352,Fresh Curd 500g,Chilled & Fresh,0.5,4,3,8,7,300,0.5,1,1,0.3
353,Fresh Spinach Bunch 250g,Fresh Produce,0.25,3,4,8,8,50,0.25,1,0,0.15
354,Fresh Tomatoes 1kg,Fresh Produce,1.0,4,4,8,8,50,0.25,1,0,0.2
355,Fresh Onions 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.18
356,Fresh Potatoes 1kg,Fresh Produce,1.0,4,3,6,6,200,2.0,1,0,0.18
357,Fresh Apples 1kg,Fresh Produce,1.0,4,3,6,6,200,1.0,1,0,0.35
358,Fresh Bananas 1kg,Fresh Produce,1.0,3,3,6,6,200,0.5,1,0,0.25
359,Fresh Grapes 500g,Fresh Produce,0.5,3,4,8,8,300,0.5,1,0,0.3
360,Packaged Salad Mix 250g,Fresh Produce,0.25,3,4,8,8,300,0.5,1,1,0.4
361,Ready Idli Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45
362,Ready Dosa Batter 1kg,Chilled & Fresh,1.0,4,3,8,7,300,0.5,1,1,0.45
363,Packaged Rasgulla Tin 1kg,Sweets & Desserts,1.0,4,3,6,6,800,12.0,1,1,0.6
364,Packaged Gulab Jamun Tin 1kg,Sweets & Desserts,1.0,4,3,6,6,800,12.0,1,1,0.6
365,Soan Papdi Box 500g,Sweets & Desserts,0.5,4,2,3,3,800,9.0,1,1,0.45
366,Mysore Pak Box 400g,Sweets & Desserts,0.4,4,2,3,3,800,9.0,1,1,0.48
367,Protein Cookie 60g,Health & Wellness,0.06,3,2,3,3,1800,9.0,1,1,0.5
368,High Fiber Biscuit 200g,Health & Wellness,0.2,3,2,3,3,1800,9.0,1,1,0.45
369,Multigrain Snack Mix 150g,Health & Wellness,0.15,3,2,3,3,1800,6.0,1,1,0.42
370,Low Sugar Muesli 400g,Health & Wellness,0.4,4,1,3,3,1800,9.0,1,1,0.55
371,Soya Chunks 200g,Health & Wellness,0.2,4,1,3,3,1200,18.0,1,1,0.35
372,Instant Coffee 100g,Beverages,0.1,3,1,2,3,2500,18.0,1,1,0.35
373,Green Tea Bags 50ct,Beverages,0.1,2,1,1,1,2500,18.0,1,1,0.25
374,Chocolate Drink Powder 500g,Beverages,0.5,3,1,2,3,2500,18.0,1,1,0.6
375,Coffee Capsules 10pk,Beverages,0.05,3,2,2,3,2000,12.0,1,1,1.2
376,Energy Drink Can 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.55
377,Sparkling Water 500ml,Beverages,0.5,4,3,4,4,2000,6.0,1,1,0.3
378,Soda Can 330ml,Beverages,0.33,4,3,4,4,1500,6.0,1,1,0.25
379,Filtered Groundnut Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.45
380,Sunflower Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.42
381,Rice Bran Oil 1L,Oils & Fats,0.9,5,2,6,6,1500,12.0,1,1,0.48
382,Olive Oil 500ml,Oils & Fats,0.45,5,2,6,6,2500,12.0,1,1,0.8
383,Tomato Ketchup 500g,Condiments & Sauces,0.5,4,2,5,6,1200,12.0,1,1,0.4
384,Hot & Sweet Chili Sauce 250g,Condiments & Sauces,0.25,4,2,5,6,1200,12.0,1,1,0.3
385,Mango Pickle Jar 500g,Condiments & Sauces,0.5,5,3,4,6,800,12.0,1,1,0.35
386,Green Chili Pickle Jar 300g,Condiments & Sauces,0.3,5,3,4,6,800,12.0,1,1,0.32
387,Plain Salt 1kg,Staples & Seasoning,1.0,4,1,2,2,800,24.0,1,1,0.18
388,Iodized Salt 1kg,Staples & Seasoning,1.0,4,1,2,2,800,24.0,1,1,0.2
389,Refined Sugar 1kg,Staples & Seasoning,1.0,4,1,2,2,900,24.0,1,1,0.25
390,Brown Sugar 1kg,Staples & Seasoning,1.0,4,1,2,2,900,18.0,1,1,0.32
391,Orange Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.5
392,Apple Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.5
393,Mixed Fruit Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.55
394,Tetra-pack Mango Drink 200ml,Beverages,0.2,4,3,8,7,1500,6.0,1,1,0.25
395,Sparkling Water 500ml,Beverages,0.5,4,3,4,4,2000,6.0,1,1,0.3
396,Energy Drink Can 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.55
397,Ready-to-Drink Coffee 250ml,Beverages,0.25,4,3,4,4,2000,6.0,1,1,0.4
398,Green Tea Bags 50ct,Beverages,0.1,2,1,1,1,2500,18.0,1,1,0.25
399,Instant Coffee 100g,Beverages,0.1,3,1,2,3,2500,18.0,1,1,0.35
400,Chocolate Drink Powder 500g,Beverages,0.5,3,1,2,3,2500,18.0,1,1,0.6
401,Lentil Soup Can 400g,Ready-to-Eat,0.4,4,3,7,6,1200,18.0,1,1,0.35
402,Vegetable Soup Pack 300g,Ready-to-Eat,0.3,4,3,7,6,1100,12.0,1,1,0.3
403,Chicken Noodle Soup 400g,Ready-to-Eat,0.4,4,3,7,6,1300,18.0,1,1,0.4
404,Mushroom Soup Can 400g,Ready-to-Eat,0.4,4,3,8,7,1200,12.0,1,1,0.38
405,Tomato Soup Pack 500g,Ready-to-Eat,0.5,4,2,7,6,1000,12.0,1,1,0.32
406,Canned Chickpeas 400g,Ready-to-Eat,0.4,5,2,6,5,1100,24.0,1,1,0.28
407,Canned Black Beans 400g,Ready-to-Eat,0.4,5,2,6,5,1200,24.0,1,1,0.3
408,Canned Kidney Beans 400g,Ready-to-Eat,0.4,5,2,6,5,1300,24.0,1,1,0.32
409,Canned Corn 300g,Ready-to-Eat,0.3,4,2,7,6,1000,18.0,1,1,0.25
410,Canned Pineapple Slices 400g,Ready-to-Eat,0.4,4,3,8,7,1400,24.0,1,1,0.35
411,Granola Bar Pack 6pcs,Bakery & Snacks,0.18,3,2,3,3,1800,9.0,1,1,0.45
412,Energy Bar Chocolate 50g,Bakery & Snacks,0.05,3,2,3,3,2000,12.0,1,1,0.4
413,Fruit & Nut Bar 40g,Bakery & Snacks,0.04,3,2,4,4,1900,9.0,1,1,0.42
414,Peanut Butter Bar 50g,Bakery & Snacks,0.05,3,2,4,4,1700,12.0,1,1,0.38
415,Cereal Bar Oat 40g,Bakery & Snacks,0.04,3,2,3,3,1600,9.0,1,1,0.35
416,Hazelnut Spread 350g,Condiments & Sauces,0.35,4,2,5,5,1500,12.0,1,1,0.65
417,Almond Spread 300g,Condiments & Sauces,0.3,4,2,5,5,1600,12.0,1,1,0.6
418,Mustard Sauce 250g,Condiments & Sauces,0.25,4,2,4,4,1400,12.0,1,1,0.25
419,Worcestershire Sauce 150ml,Condiments & Sauces,0.15,3,3,4,4,1800,24.0,1,1,0.28
420,Fish Sauce 200ml,Condiments & Sauces,0.2,4,3,5,5,2000,24.0,1,1,0.3
421,Ginger Garlic Paste 200g,Condiments & Sauces,0.2,4,3,7,6,600,3.0,1,1,0.22
422,Red Wine Vinegar 500ml,Condiments & Sauces,0.5,4,2,4,4,1700,24.0,1,1,0.35
423,Balsamic Vinegar 250ml,Condiments & Sauces,0.25,4,3,4,4,1900,24.0,1,1,0.45
424,Oregano Dried 50g,Staples & Seasoning,0.05,2,1,2,2,2200,24.0,1,1,0.18
425,Thyme Dried 30g,Staples & Seasoning,0.03,2,1,2,2,2100,24.0,1,1,0.2
426,Rosemary Dried 40g,Staples & Seasoning,0.04,2,1,2,2,2000,24.0,1,1,0.22
427,Paprika Powder 100g,Staples & Seasoning,0.1,3,1,2,2,1800,24.0,1,1,0.25
428,Black Pepper Powder 100g,Staples & Seasoning,0.1,3,1,2,2,1900,36.0,1,1,0.3
429,White Pepper Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2000,36.0,1,1,0.28
430,Cinnamon Powder 100g,Staples & Seasoning,0.1,3,1,2,2,2100,36.0,1,1,0.25
431,Cardamom Pods 50g,Staples & Seasoning,0.05,3,1,2,2,2200,24.0,1,1,0.4
432,Cloves Whole 50g,Staples & Seasoning,0.05,3,1,2,2,2300,24.0,1,1,0.35
433,Bay Leaves 20g,Staples & Seasoning,0.02,2,1,2,2,2400,36.0,1,1,0.2
434,Nutmeg Powder 50g,Staples & Seasoning,0.05,3,1,2,2,2500,24.0,1,1,0.45
435,Saffron 1g,Staples & Seasoning,0.001,2,1,1,1,3000,36.0,1,1,2.5
436,Dried Red Chilies 100g,Staples & Seasoning,0.1,3,1,2,2,1700,24.0,1,1,0.22
437,Corn Flour 1kg,Grains & Staples,1.0,5,1,3,3,800,18.0,1,1,0.25
438,Rice Flour 1kg,Grains & Staples,1.0,5,1,3,3,900,18.0,1,1,0.22
439,Maida Flour 1kg,Grains & Staples,1.0,5,1,3,3,850,18.0,1,1,0.2
440,Besan Flour 1kg,Grains & Staples,1.0,5,1,3,3,750,18.0,1,1,0.28
441,Ragi Flour 1kg,Grains & Staples,1.0,6,1,3,3,700,18.0,1,1,0.3
442,Jowar Flour 1kg,Grains & Staples,1.0,6,1,3,3,750,18.0,1,1,0.28
443,Bajra Flour 1kg,Grains & Staples,1.0,6,1,3,3,800,18.0,1,1,0.26
444,Amaranth Flour 500g,Grains & Staples,0.5,5,1,3,3,900,15.0,1,1,0.35
445,Buckwheat Flour 500g,Grains & Staples,0.5,5,1,3,3,950,15.0,1,1,0.32
446,Semolina 1kg,Grains & Staples,1.0,5,1,3,3,850,12.0,1,1,0.25
447,Vermicelli 500g,Grains & Staples,0.5,4,1,3,3,800,12.0,1,1,0.22
448,Noodles Dry 500g,Grains & Staples,0.5,4,1,3,3,900,12.0,1,1,0.28
449,Macaroni 500g,Grains & Staples,0.5,4,1,3,3,950,12.0,1,1,0.26
450,Spaghetti 500g,Grains & Staples,0.5,4,1,3,3,1000,12.0,1,1,0.3
451,Pineapple Juice 1L,Beverages,1.0,5,3,8,7,1600,6.0,1,1,0.55
452,Grape Juice 1L,Beverages,1.0,5,3,8,7,1700,6.0,1,1,0.6
453,Litchi Juice 1L,Beverages,1.0,5,3,8,7,1500,6.0,1,1,0.58
454,Guava Juice 1L,Beverages,1.0,5,3,8,7,1400,6.0,1,1,0.52
455,Pomegranate Juice 250ml,Beverages,0.25,4,3,8,7,1800,3.0,1,1,0.45
456,Aam Panna Drink 1L,Beverages,1.0,5,3,7,6,1200,3.0,1,1,0.35
457,Butter Milk Pack 500ml,Beverages,0.5,5,3,8,7,400,0.5,1,1,0.22
458,Coconut Water 300ml,Health & Wellness,0.3,4,3,6,6,1500,3.0,1,1,0.5
459,Probiotic Drink 200ml,Beverages,0.2,4,3,8,7,1300,1.0,1,1,0.4
460,Kombucha 330ml,Beverages,0.33,4,3,5,5,2000,3.0,1,1,0.65
461,Dried Figs 200g,Snacks & Nuts,0.2,4,2,3,3,2100,24.0,1,1,0.65
462,Dried Cranberries 200g,Snacks & Nuts,0.2,4,2,4,4,2200,18.0,1,1,0.55
463,Prunes 200g,Snacks & Nuts,0.2,4,2,4,4,2300,24.0,1,1,0.6
464,Goji Berries 100g,Snacks & Nuts,0.1,4,2,3,3,2400,18.0,1,1,0.8
465,Chia Seeds 200g,Health & Wellness,0.2,4,1,3,3,2500,24.0,1,1,0.45
466,Flax Seeds 200g,Health & Wellness,0.2,4,1,3,3,2400,24.0,1,1,0.4
467,Pumpkin Seeds 200g,Health & Wellness,0.2,4,1,3,3,2300,18.0,1,1,0.5
468,Sunflower Seeds 200g,Health & Wellness,0.2,4,1,3,3,2200,18.0,1,1,0.35
469,Sesame Seeds 200g,Health & Wellness,0.2,4,1,3,3,2100,24.0,1,1,0.3
470,Hemp Seeds 200g,Health & Wellness,0.2,4,1,3,3,2600,18.0,1,1,0.7
471,Whey Protein Powder 1kg,Health & Wellness,1.0,5,1,2,2,2700,24.0,1,1,15.0
472,Plant Protein Powder 1kg,Health & Wellness,1.0,5,1,2,2,2600,24.0,1,1,14.5
473,Collagen Powder 300g,Health & Wellness,0.3,4,1,2,2,2500,18.0,1,1,12.0
474,BCAA Powder 500g,Health & Wellness,0.5,4,1,2,2,2800,24.0,1,1,8.5
475,Creatine Powder 300g,Health & Wellness,0.3,4,1,2,2,2900,36.0,1,1,7.0
476,Greek Yogurt 150g,Milk & Dairy,0.15,4,3,8,6,300,1.5,1,1,0.22
477,Hung Curd 200g,Milk & Dairy,0.2,4,3,8,6,350,2.0,1,1,0.25
478,Skyr Yogurt 150g,Milk & Dairy,0.15,4,3,8,6,400,1.5,1,1,0.28
479,Probiotic Yogurt 100g,Milk & Dairy,0.1,4,3,8,6,300,1.0,1,1,0.24
480,Kefir Drink 500ml,Milk & Dairy,0.5,5,3,8,7,450,0.75,1,1,0.35
481,Mozzarella Balls 200g,Milk & Dairy,0.2,5,4,7,7,800,3.0,1,1,0.45
482,Cheddar Cubes 200g,Milk & Dairy,0.2,5,2,7,7,1000,6.0,1,1,0.4
483,Processed Cheese 200g,Milk & Dairy,0.2,4,2,7,7,900,6.0,1,1,0.35
484,Cheese Spread 200g,Milk & Dairy,0.2,4,3,7,7,850,6.0,1,1,0.38
485,Smoked Cheese 150g,Milk & Dairy,0.15,5,3,7,7,1100,4.0,1,1,0.55
486,Parmesan Shavings 100g,Milk & Dairy,0.1,4,2,5,5,1500,12.0,1,1,0.6
487,Gorgonzola 150g,Milk & Dairy,0.15,5,3,7,7,1300,2.0,1,1,0.65
488,Roquefort 100g,Milk & Dairy,0.1,5,3,7,7,1400,2.0,1,1,0.7
489,Mascarpone Cheese 250g,Milk & Dairy,0.25,4,3,8,7,900,6.0,1,1,0.6
490,Ricotta Cheese 250g,Milk & Dairy,0.25,4,3,8,7,700,1.5,1,1,0.45
491,Fresh Basil Bunch,Fresh Produce,0.1,2,5,9,9,50,0.25,1,0,0.15
492,Fresh Coriander Bunch,Fresh Produce,0.1,2,5,9,9,50,0.25,1,0,0.12
493,Fresh Mint Bunch,Fresh Produce,0.1,2,5,9,9,50,0.25,1,0,0.1
494,Fresh Dill Bunch,Fresh Produce,0.1,2,5,9,9,50,0.25,1,0,0.13
495,Fresh Parsley Bunch,Fresh Produce,0.1,2,5,9,9,50,0.25,1,0,0.14
496,Lemon 1kg,Fresh Produce,1.0,3,4,8,8,150,0.75,1,0,0.25
497,Lime 500g,Fresh Produce,0.5,3,4,8,8,150,0.75,1,0,0.22
498,Ginger Root 250g,Fresh Produce,0.25,3,4,8,8,200,1.0,1,0,0.18
499,Garlic Bulbs 250g,Fresh Produce,0.25,3,3,7,7,200,2.0,1,0,0.2
500,Green Chilies 200g,Fresh Produce,0.2,2,4,8,8,100,0.5,1,0,0.15
501,Fresh Strawberries 250g,Fresh Produce,0.25,3,5,9,9,200,0.25,1,0,0.45
502,Fresh Blueberries 125g,Fresh Produce,0.125,3,5,9,9,300,0.25,1,0,0.55
503,Fresh Raspberries 125g,Fresh Produce,0.125,3,5,9,9,250,0.25,1,0,0.6
504,Fresh Kiwi Fruit 500g,Fresh Produce,0.5,3,4,8,8,300,0.75,1,0,0.4
505,Fresh Mango 500g,Fresh Produce,0.5,3,4,8,8,250,0.5,1,0,0.38
506,Fresh Papaya 1kg,Fresh Produce,1.0,3,4,8,8,200,0.5,1,0,0.35
507,Fresh Pomegranate 500g,Fresh Produce,0.5,4,4,7,7,300,1.0,1,0,0.5
508,Fresh Pineapple 1kg,Fresh Produce,1.0,4,3,8,7,400,1.0,1,0,0.45
509,Avocado 2pcs,Fresh Produce,0.4,3,4,8,8,350,0.5,1,0,0.8
510,Cherry Tomatoes 250g,Fresh Produce,0.25,3,5,9,9,100,0.25,1,0,0.35
511,Organic Baby Spinach 200g,Fresh Produce,0.2,3,5,9,9,150,0.2,1,1,0.4
512,Arugula Pack 100g,Fresh Produce,0.1,3,5,9,9,120,0.2,1,1,0.3
513,Kale Bunch 300g,Fresh Produce,0.3,3,4,9,9,150,0.25,1,0,0.28
514,Romaine Lettuce 400g,Fresh Produce,0.4,3,4,9,9,100,0.2,1,1,0.25
515,Iceberg Lettuce 800g,Fresh Produce,0.8,3,4,9,9,100,0.25,1,1,0.22
516,Red Cabbage 1kg,Fresh Produce,1.0,3,3,9,9,200,1.0,1,0,0.3
517,Green Beans 500g,Fresh Produce,0.5,3,4,8,8,150,0.5,1,0,0.32
518,Snow Peas 250g,Fresh Produce,0.25,3,4,8,8,200,0.5,1,0,0.35
519,Asparagus Bunch 500g,Fresh Produce,0.5,3,5,9,9,250,0.25,1,0,0.65
520,Brussels Sprouts 500g,Fresh Produce,0.5,3,4,8,8,200,1.0,1,0,0.4
521,Fresh Yogurt Drink 200ml,Beverages,0.2,4,3,8,7,400,0.5,1,1,0.25
522,Flaxseed Milk 1L,Health & Wellness,1.0,5,3,8,7,1600,6.0,1,1,0.7
523,Hemp Milk 1L,Health & Wellness,1.0,5,3,8,7,1700,6.0,1,1,0.75
524,Cashew Milk 500ml,Health & Wellness,0.5,5,3,8,7,1500,6.0,1,1,0.45
525,Macadamia Milk 500ml,Health & Wellness,0.5,5,3,8,7,1800,6.0,1,1,0.85
526,Turmeric Latte Mix 200g,Beverages,0.2,3,2,3,3,1400,12.0,1,1,0.5
527,Matcha Green Tea Powder 100g,Beverages,0.1,2,1,1,1,2000,18.0,1,1,0.8
528,Chai Tea Bags 25ct,Beverages,0.08,2,1,1,1,1600,18.0,1,1,0.3
529,Rooibos Tea 50g,Beverages,0.05,2,1,1,1,1900,24.0,1,1,0.25
530,Hibiscus Tea 50g,Beverages,0.05,2,1,1,1,1800,24.0,1,1,0.28
531,Gluten Free Oats 1kg,Grains & Staples,1.0,4,1,3,3,1200,12.0,1,1,0.45
532,Steel Cut Oats 1kg,Grains & Staples,1.0,4,1,3,3,1300,12.0,1,1,0.4
533,Rolled Oats 1kg,Grains & Staples,1.0,4,1,3,3,1100,12.0,1,1,0.35
534,Chia Pudding Mix 200g,Health & Wellness,0.2,3,2,5,5,1500,12.0,1,1,0.55
535,Quinoa Flakes 300g,Grains & Staples,0.3,4,1,3,3,1400,12.0,1,1,0.42
536,Amaranth Puffs 250g,Grains & Staples,0.25,3,1,3,3,1300,9.0,1,1,0.38
537,Millet Puffs 250g,Grains & Staples,0.25,3,1,3,3,1200,9.0,1,1,0.35
538,Buckwheat Groats 500g,Grains & Staples,0.5,5,1,3,3,1100,12.0,1,1,0.4
539,Spelt Flour 1kg,Grains & Staples,1.0,6,1,3,3,1000,12.0,1,1,0.45
540,Einkorn Flour 500g,Grains & Staples,0.5,5,1,3,3,950,12.0,1,1,0.5
541,Kidney Bean Soup Mix 300g,Ready-to-Eat,0.3,4,2,6,5,1200,18.0,1,1,0.35
542,Lentil Soup Mix 400g,Ready-to-Eat,0.4,4,2,6,5,1300,18.0,1,1,0.32
543,Vegetable Broth Powder 250g,Ready-to-Eat,0.25,3,2,4,4,1400,24.0,1,1,0.28
544,Miso Paste 400g,Condiments & Sauces,0.4,4,3,7,6,1500,12.0,1,1,0.45
545,Tahini Paste 300g,Condiments & Sauces,0.3,4,2,5,5,1600,12.0,1,1,0.55
546,Hummus 200g,Condiments & Sauces,0.2,4,3,7,6,1100,1.0,1,1,0.4
547,Tzatziki 200g,Condiments & Sauces,0.2,4,3,8,7,1000,1.0,1,1,0.38
548,Guacamole 200g,Condiments & Sauces,0.2,4,4,9,8,800,0.5,1,1,0.45
549,Pesto Sauce 190g,Condiments & Sauces,0.19,4,3,6,6,1200,6.0,1,1,0.5
550,Harissa Paste 100g,Condiments & Sauces,0.1,3,3,5,5,1300,12.0,1,1,0.35
551,Dried Mushrooms 50g,Staples & Seasoning,0.05,3,2,4,4,2000,24.0,1,1,0.6
552,Truffle Oil 100ml,Oils & Fats,0.1,3,4,3,3,2500,18.0,1,1,1.2
553,Sesame Oil Toasted 250ml,Oils & Fats,0.25,4,3,4,4,2200,18.0,1,1,0.6
554,Truffle Paste 50g,Condiments & Sauces,0.05,3,4,4,4,2600,12.0,1,1,1.5
555,Wasabi Paste 40g,Condiments & Sauces,0.04,3,4,4,4,2400,12.0,1,1,0.8
556,Sriracha Sauce 300g,Condiments & Sauces,0.3,4,2,5,5,1700,18.0,1,1,0.35
